id,speaker_id,article_id,gender,age,race,education,income,O,C,E,A,N,iri.perspective,iri.distress,iri.fantasy,iri.concern,text,z.iri.perspective,z.iri.distress,z.iri.fantasy,z.iri.concern,c.iri.perspective,c.iri.distress,c.iri.fantasy,c.iri.concern,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,empathy.low_empathy,empathy.high_empathy,empathy.low_distress,empathy.high_distress,nrc.anger,nrc.anticipation,nrc.disgust,nrc.fear,nrc.joy,nrc.negative,nrc.positive,nrc.sadness,nrc.surprise,nrc.trust
0,0,273,2,26,1,6,65000,6.5,6.0,6.0,7.0,6.0,4.429,1.429,2.857,4.571,"""I understand that the recent article about the police arresting rioters over the North Dakota pipeline has sparked controversy. While I respect the importance of upholding the law, I also recognize the value of peaceful protest and the rights of individuals to express their opinions freely. It's important to acknowledge that the situation is complex and multifaceted, and it's crucial to approach it with empathy and understanding. I believe that open and respectful dialogue can help us find a way forward that respects the rights and dignity of all parties involved.""",0.6918162939739291,-1.441605865,-0.579330159,0.9170520748639004,y,n,n,y,1,91,72.2,40.06,61.86,99.0,22.75,36.26,85.71,61.54,49.45,14.29,6.59,4.4,1.1,0.0,0.0,1.1,7.69,17.58,10.99,0.0,10.99,5.49,2.2,8.79,0.0,10.99,6.59,2.2,12.09,4.4,0.0,7.69,10.99,1.1,9.89,7.69,0.0,1.1,0.0,0.0,0.0,0.0,9.89,8.79,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,14.29,10.99,5.49,1.1,1.1,1.1,2.2,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,7.69,0.0,1.1,5.49,0.0,0.0,0.0,2.2,0.0,5.49,0.0,0.0,0.0,0.0,0.0,0.0,10.99,4.4,2.2,0.0,0.0,2.2,2.2,0.0,4.956043956043956,3.43956043956044,7.670329670329671,0.7252747252747253,0.04395604395604396,0.0989010989010989,0.02197802197802198,0.07692307692307693,0.0989010989010989,0.12087912087912088,0.2857142857142857,0.04395604395604396,0.04395604395604396,0.16483516483516483
1,0,395,2,26,1,6,65000,6.5,6.0,6.0,7.0,6.0,4.429,1.429,2.857,4.571,"It's important to approach conversations about mental health with sensitivity and respect, avoiding assumptions or speculations about someone's well-being. Instead, focus on being supportive and understanding, and encourage open and honest communication. If you are concerned about someone's well-being, encourage them to seek support from a mental health professional or a trusted friend or family member. Remember that mental health is just as important as physical health, and that seeking help is a sign of strength, not weakness.",0.6918162939739291,-1.441605865,-0.579330159,0.9170520748639004,y,n,n,y,1,78,41.98,32.84,30.98,99.0,19.5,35.9,97.44,64.1,47.44,8.97,2.56,0.0,0.0,1.28,0.0,1.28,6.41,6.41,3.85,0.0,14.1,6.41,6.41,14.1,1.28,11.54,8.97,0.0,11.54,7.69,0.0,3.85,20.51,0.0,20.51,5.13,0.0,0.0,8.97,0.0,7.69,1.28,19.23,16.67,1.28,3.85,2.56,0.0,0.0,0.0,0.0,0.0,19.23,12.82,7.69,0.0,0.0,1.28,2.56,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,1.28,0.0,0.0,12.82,11.54,0.0,2.56,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,3.85,6.41,3.85,1.28,1.28,0.0,0.0,0.0,0.0,2.56,5.13,0.0,0.0,0.0,0.0,0.0,0.0,19.23,5.13,7.69,0.0,0.0,3.85,2.56,0.0,5.269230769230769,4.1923076923076925,8.41025641025641,1.051282051282051,0.07692307692307693,0.038461538461538464,0.02564102564102564,0.0641025641025641,0.11538461538461539,0.15384615384615385,0.2692307692307692,0.038461538461538464,0.0,0.21794871794871795
2,1,9,1,30,1,2,55000,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"I understand your concern about earthquakes and the devastating impact they can have on people's lives. It's true that there is currently no reliable early detection system for earthquakes, which can make living in earthquake-prone areas quite unsettling. However, scientists are working hard to develop new technologies that can help predict and prepare for earthquakes. Additionally, there are steps that people can take to prepare themselves and their communities for earthquakes, such as having emergency plans and supplies in place, securing buildings and infrastructure, and staying informed about seismic activity. While the threat of earthquakes is real, it's important to remember that with the right preparation and knowledge, we can minimize the risks and impacts associated with these natural disasters.",-0.880008259,-1.621555164,-0.778656857,-0.031763596,n,n,n,n,1,120,30.37,64.67,19.26,45.29,24.0,35.83,85.0,65.0,50.83,11.67,5.0,0.83,0.83,0.83,0.0,2.5,6.67,10.83,3.33,0.0,12.5,10.83,6.67,9.17,0.83,18.33,6.67,0.0,5.0,2.5,1.67,0.83,17.5,0.83,16.67,4.17,2.5,4.17,1.67,0.83,1.67,0.83,5.0,3.33,1.67,0.83,0.0,0.83,0.83,0.0,0.0,0.0,8.33,2.5,0.83,0.0,0.83,0.0,0.83,5.83,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.83,2.5,0.0,0.0,2.5,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.0,0.0,0.0,0.0,2.5,0.83,7.5,9.17,0.83,0.83,6.67,0.0,0.0,0.83,3.33,1.67,10.83,4.17,0.0,0.0,0.0,0.0,0.0,14.17,4.17,6.67,0.0,0.0,2.5,0.83,0.0,5.233333333333333,4.233333333333333,8.541666666666666,0.925,0.14166666666666666,0.14166666666666666,0.05,0.2,0.058333333333333334,0.21666666666666667,0.2833333333333333,0.16666666666666666,0.11666666666666667,0.125
3,1,228,1,30,1,2,55000,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,It's heartbreaking to hear about the traumatic experience of those little girls. The thought of such monstrous acts still happening in some parts of the world is truly distressing. I can't even begin to imagine the horrors they must have endured. I hope that they receive the support and care they need to heal and overcome the trauma. It's important to remember that there are also many good people in the world working to prevent such atrocities and bring perpetrators to justice. Let's focus on promoting positivity and kindness to create a safer and more compassionate world for all.,-0.880008259,-1.621555164,-0.778656857,-0.031763596,n,n,n,n,1,99,71.44,46.02,10.18,67.94,16.5,24.24,94.95,74.75,55.56,11.11,6.06,2.02,1.01,0.0,0.0,3.03,5.05,17.17,8.08,0.0,15.15,8.08,6.06,6.06,1.01,22.22,7.07,5.05,7.07,2.02,4.04,1.01,11.11,1.01,10.1,3.03,0.0,5.05,1.01,3.03,2.02,1.01,17.17,10.1,7.07,7.07,2.02,5.05,2.02,0.0,2.02,0.0,12.12,7.07,4.04,0.0,0.0,1.01,0.0,5.05,0.0,0.0,1.01,0.0,1.01,1.01,0.0,0.0,2.02,0.0,0.0,2.02,0.0,0.0,3.03,3.03,0.0,1.01,2.02,0.0,0.0,0.0,0.0,1.01,1.01,1.01,0.0,0.0,0.0,0.0,2.02,1.01,5.05,9.09,1.01,1.01,6.06,0.0,1.01,0.0,2.02,3.03,7.07,1.01,0.0,0.0,0.0,0.0,0.0,10.1,6.06,0.0,0.0,0.0,4.04,0.0,0.0,4.545454545454546,3.525252525252525,7.161616161616162,0.9090909090909092,0.09090909090909091,0.10101010101010101,0.0707070707070707,0.1111111111111111,0.1111111111111111,0.15151515151515152,0.2222222222222222,0.1111111111111111,0.09090909090909091,0.12121212121212122
4,1,302,1,30,1,2,55000,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"It's alarming to consider how pollution can significantly affect the survival rate of lung cancer patients. While it's not entirely surprising, it's still a sobering reminder of the importance of living a cleaner lifestyle. Not only can air pollution harm those suffering from cancer, but it's likely to have a negative impact on the health of non-cancer sufferers as well. It's crucial that we take steps to reduce our carbon footprint and promote a healthier environment for everyone.",-0.880008259,-1.621555164,-0.778656857,-0.031763596,n,n,n,n,1,78,53.56,47.66,4.86,1.0,19.5,30.77,85.9,67.95,53.85,12.82,2.56,0.0,2.56,0.0,0.0,0.0,10.26,12.82,8.97,0.0,14.1,10.26,7.69,5.13,2.56,16.67,7.69,2.56,3.85,2.56,1.28,0.0,16.67,1.28,15.38,2.56,3.85,2.56,1.28,1.28,3.85,1.28,10.26,2.56,6.41,5.13,0.0,3.85,1.28,0.0,0.0,0.0,6.41,1.28,0.0,0.0,0.0,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,1.28,0.0,0.0,8.97,7.69,3.85,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,1.28,0.0,0.0,0.0,0.0,2.56,0.0,3.85,6.41,2.56,1.28,2.56,0.0,0.0,0.0,1.28,0.0,8.97,0.0,0.0,0.0,0.0,0.0,0.0,15.38,5.13,2.56,0.0,0.0,6.41,1.28,0.0,4.923076923076923,3.371794871794872,7.358974358974359,0.935897435897436,0.07692307692307693,0.05128205128205128,0.1282051282051282,0.14102564102564102,0.0641025641025641,0.24358974358974358,0.1282051282051282,0.1282051282051282,0.038461538461538464,0.11538461538461539
5,2,9,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"It's truly challenging to read about large-scale natural disasters and their devastating impact on communities. While preparations can help minimize damage, it's heartbreaking to see some individuals taking advantage of the situation by looting and robbing their neighbors who are already struggling to cope with the disaster. It's crucial to remember that in times of crisis, we should come together to support and aid one another, rather than resorting to harmful and illegal actions.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,74,63.05,83.39,9.25,1.0,24.67,36.49,89.19,70.27,51.35,12.16,5.41,0.0,1.35,0.0,0.0,2.7,6.76,10.81,2.7,1.35,18.92,8.11,5.41,8.11,0.0,17.57,8.11,5.41,12.16,6.76,2.7,4.05,14.86,0.0,14.86,2.7,1.35,2.7,0.0,1.35,2.7,1.35,10.81,2.7,8.11,1.35,0.0,1.35,0.0,0.0,1.35,0.0,13.51,4.05,4.05,0.0,0.0,0.0,0.0,9.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,1.35,0.0,0.0,0.0,1.35,1.35,0.0,0.0,1.35,0.0,0.0,0.0,0.0,2.7,0.0,2.7,0.0,0.0,0.0,1.35,2.7,1.35,4.05,4.05,0.0,1.35,2.7,1.35,0.0,0.0,4.05,2.7,6.76,1.35,0.0,0.0,0.0,0.0,0.0,13.51,4.05,4.05,0.0,0.0,4.05,1.35,0.0,5.216216216216216,4.013513513513513,8.14864864864865,1.0810810810810811,0.12162162162162163,0.06756756756756757,0.14864864864864866,0.16216216216216217,0.013513513513513514,0.21621621621621623,0.14864864864864866,0.12162162162162163,0.05405405405405406,0.12162162162162163
6,2,94,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"It's heartbreaking to think about the people who are facing such a difficult situation, where they don't even feel safe in their own homes or city. It's understandable that they might feel like they have nowhere to turn, and it's important for us to acknowledge the fear and disruption that this kind of situation can cause in people's lives. It's important for us to work towards creating a safer and more supportive community for everyone.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,75,32.18,94.01,44.33,62.2,25.0,21.33,97.33,78.67,61.33,21.33,9.33,0.0,2.67,0.0,0.0,5.33,12.0,13.33,5.33,0.0,17.33,12.0,4.0,5.33,2.67,20.0,9.33,1.33,9.33,5.33,2.67,1.33,20.0,2.67,17.33,5.33,1.33,1.33,5.33,0.0,1.33,0.0,10.67,6.67,4.0,2.67,0.0,2.67,1.33,0.0,1.33,0.0,17.33,2.67,1.33,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,1.33,1.33,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.33,10.67,14.67,0.0,1.33,10.67,0.0,0.0,2.67,0.0,0.0,13.33,1.33,0.0,0.0,0.0,0.0,0.0,14.67,4.0,2.67,0.0,0.0,8.0,0.0,0.0,4.693333333333333,3.16,7.1066666666666665,0.7466666666666667,0.06666666666666667,0.013333333333333334,0.0,0.09333333333333334,0.05333333333333334,0.09333333333333334,0.16,0.02666666666666667,0.04,0.10666666666666667
7,2,99,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"I understand that celebrity news may not be of interest to everyone. It's perfectly fine to not keep up with it, and it's important to prioritize the things that matter most to us in our lives. It's also important to remember that celebrities are human beings too, and they deserve privacy and respect. Instead of dismissing their stories, perhaps we can try to focus on the positive impact they can have on society through their work and charitable efforts. Additionally, it's important to be mindful of the potential negative impact that dismissing or belittling someone's experiences can have on their mental health and well-being. Let's strive to be understanding and respectful of others' interests and experiences, even if they don't align with our own.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,124,14.28,88.59,1.77,99.0,20.67,29.03,94.35,74.19,62.9,20.16,9.68,0.81,4.03,0.0,0.0,4.84,10.48,10.48,2.42,0.0,16.13,12.9,5.65,8.06,2.42,16.94,6.45,0.81,14.52,4.03,4.03,6.45,20.97,0.81,20.16,2.42,2.42,4.03,4.84,0.81,4.84,0.81,12.1,10.48,1.61,0.81,0.81,0.0,0.0,0.0,0.0,0.0,19.35,5.65,2.42,0.81,0.81,0.81,1.61,13.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,1.61,0.0,1.61,0.81,0.0,3.23,2.42,0.0,0.81,1.61,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.81,3.23,4.84,2.42,0.0,2.42,0.0,0.0,0.0,0.0,0.81,8.87,1.61,0.0,0.0,0.0,0.0,0.0,16.13,4.84,4.03,0.0,0.0,6.45,0.81,0.0,4.612903225806452,3.693548387096774,7.540322580645161,0.7661290322580645,0.03225806451612903,0.08064516129032258,0.024193548387096774,0.03225806451612903,0.06451612903225806,0.08064516129032258,0.21774193548387097,0.07258064516129033,0.03225806451612903,0.16129032258064516
8,2,125,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"Fires can be traumatic experiences that leave a lasting impact on individuals and families. The fear and uncertainty that comes with a fire can be overwhelming, especially when it comes to ensuring the safety of loved ones and valuables. It's important to have a plan in place for emergency situations and to take steps to prevent fires from occurring in the first place. Additionally, it's crucial to have a support system in place for those who have experienced a fire and are dealing with the aftermath. Remember, it's always better to be safe than sorry when it comes to fire safety.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,101,76.73,63.5,62.01,90.14,20.2,21.78,91.09,70.3,55.45,8.91,0.99,0.0,0.0,0.0,0.0,0.0,7.92,12.87,8.91,0.99,17.82,11.88,4.95,7.92,0.0,19.8,6.93,0.99,4.95,2.97,1.98,0.0,9.9,0.99,8.91,1.98,0.99,1.98,0.99,0.0,0.99,0.99,10.89,7.92,2.97,3.96,0.99,2.97,1.98,0.0,0.0,0.0,6.93,1.98,1.98,0.0,0.0,0.0,0.0,4.95,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.99,0.99,0.0,0.99,0.99,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.98,0.0,0.99,0.0,0.0,0.0,0.0,3.96,0.0,9.9,11.88,0.99,4.95,8.91,0.0,0.0,0.0,4.95,0.99,8.91,0.99,0.0,0.0,0.0,0.0,0.0,10.89,4.95,2.97,0.0,0.0,2.97,0.0,0.0,4.267326732673268,3.435643564356436,6.950495049504951,0.7524752475247525,0.15841584158415842,0.0297029702970297,0.039603960396039604,0.15841584158415842,0.0594059405940594,0.18811881188118812,0.2376237623762376,0.0891089108910891,0.0594059405940594,0.13861386138613863
9,2,150,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"It's devastating to hear about the tragic loss of life in this incident. Our hearts go out to the family and loved ones of the female pilot. It's crucial that we take a close look at the safety protocols in place to ensure that such accidents can be prevented in the future. We must work together to create a safe and respectful environment for all pilots, and ensure that they have the necessary resources and support to carry out their duties effectively.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,82,89.52,96.14,14.11,99.0,20.5,15.85,91.46,75.61,54.88,13.41,6.1,0.0,3.66,0.0,0.0,2.44,7.32,19.51,9.76,0.0,18.29,7.32,2.44,4.88,0.0,19.51,9.76,1.22,12.2,8.54,2.44,1.22,3.66,1.22,2.44,0.0,0.0,2.44,0.0,0.0,0.0,0.0,13.41,10.98,2.44,2.44,1.22,1.22,0.0,0.0,1.22,0.0,15.85,4.88,4.88,1.22,0.0,0.0,0.0,9.76,2.44,0.0,1.22,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,3.66,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,1.22,0.0,0.0,0.0,0.0,4.88,1.22,13.41,17.07,3.66,2.44,10.98,1.22,1.22,0.0,1.22,0.0,3.66,1.22,0.0,0.0,0.0,0.0,0.0,8.54,4.88,1.22,0.0,0.0,2.44,0.0,0.0,3.865853658536585,3.414634146341464,6.463414634146342,0.8170731707317073,0.07317073170731707,0.024390243902439025,0.07317073170731707,0.08536585365853659,0.08536585365853659,0.13414634146341464,0.2073170731707317,0.08536585365853659,0.04878048780487805,0.14634146341463414
