id,speaker_id,article_id,gender,age,race,education,income,O,C,E,A,N,iri.perspective,iri.distress,iri.fantasy,iri.concern,text,z.iri.perspective,z.iri.distress,z.iri.fantasy,z.iri.concern,c.iri.perspective,c.iri.distress,c.iri.fantasy,c.iri.concern,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,empathy.low_empathy,empathy.high_empathy,empathy.low_distress,empathy.high_distress,nrc.anger,nrc.anticipation,nrc.disgust,nrc.fear,nrc.joy,nrc.negative,nrc.positive,nrc.sadness,nrc.surprise,nrc.trust
0,0,273,2,26,1,6,65000,6.5,6.0,6.0,7.0,6.0,4.429,1.429,2.857,4.571,"I read an article about the police arresting the rioters at the North Dakota pipeline. I don't feel guilty about it because they broke the law and faced the consequences. You have the freedom to make choices, but you must accept the consequences that come with those choices.",0.6918162939739291,-1.441605865,-0.579330159,0.9170520748639004,y,n,n,y,1,48,73.36,52.49,54.55,4.22,16.0,20.83,87.5,66.67,56.25,16.67,10.42,4.17,0.0,4.17,0.0,2.08,6.25,20.83,16.67,0.0,10.42,6.25,4.17,6.25,2.08,16.67,2.08,0.0,4.17,0.0,0.0,4.17,20.83,0.0,20.83,8.33,8.33,2.08,0.0,0.0,2.08,0.0,10.42,4.17,6.25,4.17,0.0,4.17,0.0,0.0,4.17,0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.08,0.0,0.0,0.0,0.0,4.17,0.0,6.25,4.17,0.0,2.08,4.17,0.0,0.0,0.0,0.0,2.08,6.25,0.0,0.0,0.0,0.0,0,0,10.42,6.25,2.08,0.0,0.0,2.08,0.0,0,3.6666666666666665,3.7083333333333335,6.583333333333333,0.7916666666666666,0.125,0.020833333333333332,0.020833333333333332,0.10416666666666667,0.041666666666666664,0.1875,0.1875,0.08333333333333333,0.020833333333333332,0.08333333333333333
2,1,9,1,30,1,2,55000,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"I find earthquakes to be terrifying and devastating, especially since there is no reliable warning system to predict their occurrence. I sincerely hope that scientists can develop an accurate early detection system to save countless lives. I cannot fathom how people can live in earthquake-prone areas, knowing that the ""big one"" could strike at any moment and completely upend their lives, if they are lucky enough to survive.",-0.880008259,-1.621555164,-0.778656857,-0.031763596,n,n,n,n,1,68,26.1,12.77,36.2,66.58,22.67,26.47,83.82,72.06,52.94,11.76,8.82,4.41,0.0,0.0,0.0,4.41,2.94,14.71,2.94,1.47,10.29,10.29,7.35,5.88,2.94,19.12,11.76,5.88,1.47,0.0,0.0,1.47,22.06,1.47,20.59,4.41,2.94,7.35,4.41,1.47,2.94,0.0,8.82,5.88,2.94,2.94,1.47,1.47,1.47,0.0,0.0,0,7.35,2.94,0.0,1.47,0.0,0.0,1.47,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,1.47,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,1.47,0.0,0.0,2.94,1.47,8.82,11.76,2.94,0.0,7.35,0.0,0.0,0.0,4.41,0.0,10.29,2.94,0.0,0.0,0.0,0,0,13.24,4.41,4.41,0.0,0.0,0.0,4.41,0,4.588235294117647,3.779411764705882,7.544117647058823,0.8235294117647058,0.1323529411764706,0.14705882352941177,0.11764705882352941,0.23529411764705882,0.10294117647058823,0.23529411764705882,0.29411764705882354,0.1323529411764706,0.11764705882352941,0.19117647058823528
4,1,302,1,30,1,2,55000,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"It is alarming that pollution can significantly affect the survival of lung cancer patients. While this is not entirely unexpected, it serves as another compelling reason for us to adopt more sustainable and environmentally conscious lifestyles. I believe that air pollution poses a similar threat to individuals without cancer, although the effects may be less apparent.",-0.880008259,-1.621555164,-0.778656857,-0.031763596,n,n,n,n,1,56,35.59,14.49,60.9,1.0,18.67,37.5,85.71,64.29,53.57,14.29,3.57,1.79,1.79,0.0,0.0,0.0,10.71,16.07,5.36,0.0,10.71,8.93,5.36,7.14,1.79,12.5,10.71,7.14,5.36,1.79,0.0,3.57,28.57,0.0,28.57,7.14,7.14,1.79,1.79,3.57,8.93,0.0,3.57,0.0,3.57,1.79,0.0,1.79,1.79,0.0,0.0,0,8.93,3.57,0.0,0.0,1.79,0.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,5.36,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,5.36,1.79,0.0,1.79,1.79,0.0,0.0,1.79,0.0,5.36,1.79,0.0,0.0,0.0,0,0,8.93,5.36,3.57,0.0,0.0,0.0,0.0,0,5.339285714285714,3.821428571428572,8.107142857142858,1.0535714285714286,0.10714285714285714,0.08928571428571429,0.125,0.125,0.017857142857142856,0.2857142857142857,0.19642857142857142,0.07142857142857142,0.08928571428571429,0.10714285714285714
5,2,9,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"Reading stories about large-scale natural disasters is disheartening. Despite preparations, the damage is often extensive. It's disturbing to see people taking advantage of these situations by looting and stealing from those affected by the disaster, instead of offering assistance.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,39,89.52,15.29,7.69,1.0,13.0,48.72,89.74,64.1,46.15,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,10.26,5.13,0.0,20.51,7.69,7.69,2.56,0.0,20.51,2.56,2.56,2.56,0.0,2.56,2.56,12.82,0.0,12.82,0.0,2.56,0.0,2.56,0.0,5.13,0.0,5.13,0.0,5.13,2.56,0.0,2.56,0.0,0.0,2.56,0,7.69,7.69,2.56,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.0,0.0,0.0,2.56,0.0,0.0,7.69,5.13,0.0,0.0,2.56,2.56,0.0,0.0,2.56,2.56,7.69,2.56,0.0,0.0,0.0,0,0,17.95,7.69,5.13,0.0,0.0,2.56,2.56,0,5.769230769230769,4.769230769230769,9.23076923076923,1.3076923076923077,0.15384615384615385,0.05128205128205128,0.1794871794871795,0.15384615384615385,0.02564102564102564,0.3333333333333333,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.10256410256410256
6,2,94,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"This situation is among the most dire I can envision. When one cannot feel secure in their own city, let alone their own home, it is time to relocate. However, I can understand that these individuals may not have anywhere else to go. Situations like this disrupt everyday life and instill a fear that many people in their normal lives will never experience.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,63,5.14,7.41,94.6,1.48,15.75,19.05,92.06,73.02,61.9,19.05,7.94,3.17,0.0,0.0,0.0,4.76,11.11,20.63,3.17,1.59,9.52,12.7,9.52,4.76,4.76,20.63,11.11,4.76,3.17,0.0,0.0,3.17,22.22,3.17,19.05,3.17,0.0,4.76,3.17,0.0,6.35,0.0,3.17,0.0,3.17,1.59,0.0,1.59,1.59,0.0,0.0,0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,1.59,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,11.11,14.29,0.0,1.59,12.7,0.0,0.0,1.59,4.76,0.0,11.11,3.17,0.0,0.0,0.0,0,0,11.11,6.35,4.76,0.0,0.0,0.0,0.0,0,4.555555555555555,3.1746031746031744,6.857142857142857,0.873015873015873,0.09523809523809523,0.031746031746031744,0.06349206349206349,0.09523809523809523,0.0,0.1111111111111111,0.047619047619047616,0.06349206349206349,0.031746031746031744,0.0
8,2,125,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"Fires have a profound impact on me, leaving an enduring fear. They have the power to destroy everything, leaving individuals traumatized. Often, people are awakened by blaring alarms and smoke, forced to make quick decisions about what to save. This is a terrifying experience.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,44,81.89,53.63,34.4,1.0,11.0,29.55,93.18,61.36,47.73,11.36,4.55,2.27,0.0,0.0,0.0,2.27,6.82,11.36,9.09,0.0,13.64,9.09,4.55,2.27,0.0,15.91,6.82,0.0,6.82,0.0,0.0,6.82,13.64,2.27,11.36,2.27,6.82,0.0,2.27,0.0,0.0,0.0,13.64,2.27,11.36,6.82,0.0,6.82,4.55,0.0,0.0,0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,2.27,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,9.09,2.27,4.55,0.0,0.0,2.27,0.0,6.82,2.27,4.55,0.0,0.0,0.0,0.0,0,0,18.18,9.09,9.09,0.0,0.0,0.0,0.0,0,4.5227272727272725,3.5681818181818183,7.25,0.8409090909090909,0.13636363636363635,0.0,0.022727272727272728,0.13636363636363635,0.045454545454545456,0.18181818181818182,0.06818181818181818,0.0,0.045454545454545456,0.06818181818181818
9,2,150,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"It is unfortunate that a female pilot lost her life in this tragic accident. However, such incidents can occur, and it is difficult to assign blame as they are often unpredictable. The collision between her aircraft and another suggests that proper protocols were not followed, as the other plane should not have been in close proximity to hers.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,58,16.68,22.04,7.91,1.0,19.33,24.14,84.48,77.59,62.07,17.24,6.9,0.0,0.0,0.0,5.17,1.72,10.34,18.97,5.17,0.0,12.07,13.79,3.45,8.62,3.45,17.24,15.52,1.72,0.0,0.0,0.0,0.0,17.24,0.0,17.24,0.0,0.0,3.45,1.72,0.0,8.62,0.0,6.9,0.0,6.9,1.72,0.0,1.72,0.0,0.0,1.72,0,13.79,3.45,0.0,0.0,0.0,1.72,1.72,8.62,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,8.62,0.0,0.0,8.62,0.0,0.0,0.0,1.72,6.9,6.9,0.0,0.0,0.0,0.0,0,0,10.34,5.17,5.17,0.0,0.0,0.0,0.0,0,4.793103448275862,3.4827586206896552,7.396551724137931,0.8793103448275862,0.08620689655172414,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.0,0.22413793103448276,0.08620689655172414,0.08620689655172414,0.06896551724137931,0.05172413793103448
10,2,169,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"I believe that parents who neglect their children should face consequences, such as community service or educational classes, to prevent future incidents of negligence.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,24,49.68,94.84,15.38,1.0,24.0,50.0,95.83,50.0,41.67,16.67,12.5,4.17,0.0,0.0,0.0,4.17,4.17,12.5,0.0,0.0,12.5,4.17,0.0,8.33,0.0,8.33,4.17,0.0,8.33,8.33,0.0,0.0,16.67,0.0,16.67,4.17,4.17,4.17,4.17,0.0,4.17,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0,25.0,4.17,0.0,0.0,0.0,0.0,0.0,20.83,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,4.17,0.0,0.0,0.0,0,0,12.5,4.17,8.33,0.0,0.0,0.0,0.0,0,4.333333333333333,4.666666666666667,8.041666666666666,0.9583333333333334,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.25,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.08333333333333333
11,2,228,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"It is unfortunate that parents feel compelled to send their children away for employment opportunities. This short-sighted decision takes advantage of the children and squanders their potential. With proper education, these children could grow up to be successful and contribute to society.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,42,81.45,98.75,5.94,88.66,14.0,40.48,95.24,64.29,47.62,14.29,4.76,0.0,0.0,0.0,0.0,4.76,9.52,14.29,2.38,0.0,19.05,7.14,0.0,4.76,0.0,16.67,7.14,0.0,11.9,2.38,7.14,4.76,11.9,0.0,11.9,4.76,2.38,2.38,2.38,0.0,0.0,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.05,2.38,2.38,0.0,0.0,0.0,0.0,16.67,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,2.38,0.0,0.0,0.0,7.14,0.0,0.0,2.38,9.52,0.0,0.0,7.14,0.0,0.0,2.38,0.0,0.0,7.14,2.38,0.0,0.0,0.0,0,0,11.9,7.14,2.38,0.0,0.0,0.0,2.38,0,5.095238095238095,4.285714285714286,8.404761904761905,0.9761904761904762,0.07142857142857142,0.16666666666666666,0.023809523809523808,0.047619047619047616,0.14285714285714285,0.11904761904761904,0.3333333333333333,0.047619047619047616,0.0,0.09523809523809523
14,2,289,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"I found this article to be an accurate portrayal of the experience of battling cancer. Having witnessed several individuals navigate similar circumstances, I've observed that many tend to succumb to despair upon receiving a diagnosis. However, if more people were to confront the challenge with determination, there would be a significant reduction in the sense of helplessness associated with it.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,60,93.41,10.48,39.59,1.0,20.0,40.0,86.67,63.33,55.0,8.33,3.33,3.33,0.0,0.0,0.0,0.0,5.0,18.33,10.0,0.0,18.33,10.0,3.33,3.33,0.0,13.33,8.33,5.0,6.67,0.0,3.33,3.33,11.67,0.0,11.67,5.0,0.0,1.67,1.67,0.0,5.0,0.0,8.33,1.67,6.67,3.33,0.0,3.33,0.0,0.0,1.67,0,5.0,3.33,0.0,0.0,3.33,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.67,8.33,1.67,0.0,5.0,1.67,0.0,1.67,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0,0,11.67,5.0,5.0,0.0,0.0,1.67,0.0,0,4.95,3.9,7.966666666666667,0.8833333333333333,0.08333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.21666666666666667,0.2,0.1,0.06666666666666667,0.16666666666666666
15,2,375,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"Killing animals for sport, especially endangered species, is a major concern. If we don't take steps to protect these species, the situation will only get worse. We need to take action and implement punishments or other measures to address this issue.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,41,48.44,40.06,6.47,1.0,13.67,31.71,78.05,60.98,46.34,9.76,4.88,0.0,4.88,0.0,0.0,0.0,4.88,12.2,4.88,0.0,9.76,7.32,4.88,7.32,2.44,17.07,9.76,0.0,9.76,4.88,0.0,4.88,14.63,0.0,14.63,0.0,0.0,2.44,4.88,0.0,7.32,0.0,7.32,0.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0,9.76,4.88,0.0,0.0,2.44,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,2.44,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,2.44,0.0,7.32,0.0,0.0,0.0,0.0,2.44,0.0,9.76,4.88,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,4.88,2.44,0.0,0.0,0.0,0,0,17.07,7.32,7.32,0.0,0.0,2.44,0.0,0,4.7073170731707314,3.8536585365853657,7.536585365853658,1.024390243902439,0.14634146341463414,0.024390243902439025,0.0975609756097561,0.2682926829268293,0.024390243902439025,0.3170731707317073,0.1951219512195122,0.1951219512195122,0.0,0.07317073170731707
16,3,19,2,55,6,6,70000,5.0,4.5,4.5,5.0,5.0,4.0,2.429,2.857,4.0,An article exposes the tragic consequences of smugglers' disregard for human life. The article highlights the plight of individuals fleeing war-torn countries and the complicity of governments in enabling smugglers' activities. The shocking revelations demand attention and action to address this humanitarian crisis.,0.1018663960280084,-0.183219158,-0.579330159,0.2848773398912829,y,y,n,y,1,43,99.0,67.32,22.48,3.38,14.33,48.84,76.74,41.86,34.88,2.33,0.0,0.0,0.0,0.0,0.0,0.0,2.33,16.28,13.95,0.0,13.95,0.0,0.0,4.65,0.0,2.33,4.65,0.0,6.98,0.0,0.0,6.98,6.98,0.0,6.98,2.33,4.65,0.0,0.0,0.0,0.0,0.0,9.3,2.33,4.65,4.65,0.0,2.33,0.0,0.0,2.33,0,16.28,9.3,2.33,0.0,0.0,2.33,0.0,4.65,0.0,0.0,0.0,0.0,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,6.98,0.0,2.33,16.28,4.65,9.3,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13.95,6.98,0.0,0.0,0.0,4.65,2.33,0,5.488372093023256,4.162790697674419,8.534883720930232,1.1162790697674418,0.13953488372093023,0.11627906976744186,0.06976744186046512,0.27906976744186046,0.09302325581395349,0.4883720930232558,0.27906976744186046,0.11627906976744186,0.11627906976744186,0.06976744186046512
17,4,313,2,58,1,5,28000,6.0,6.0,6.0,6.0,6.0,4.714,1.286,4.571,5.0,"Immigration across the globe has become a complex and sensitive issue. Germany, known for its welcoming attitude towards refugees, is facing challenges due to its limited capacity. The main obstacle for refugees, particularly from Nigeria and Pakistan, is proving their asylum cases. The absence of a declared war in their countries makes it difficult to substantiate claims of violence upon return. The overburdened system further reduces the likelihood of asylum approval. Germany is actively negotiating with Afghanistan and other countries to facilitate the repatriation of refugees.",1.0837410513505896,-1.621555164,1.8098024321866453,1.3920134781970934,y,n,y,y,1,86,98.31,67.32,36.92,9.15,14.33,41.86,75.58,53.49,43.02,5.81,2.33,0.0,0.0,0.0,0.0,2.33,3.49,15.12,9.3,0.0,17.44,4.65,1.16,3.49,0.0,8.14,8.14,1.16,6.98,1.16,1.16,4.65,9.3,0.0,9.3,3.49,1.16,0.0,1.16,1.16,1.16,0.0,5.81,2.33,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0,10.47,4.65,0.0,1.16,0.0,0.0,2.33,5.81,0.0,0.0,0.0,0.0,4.65,4.65,0.0,0.0,1.16,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,10.47,0.0,1.16,9.3,0.0,0.0,1.16,1.16,1.16,5.81,0.0,0.0,0.0,0.0,0,0,11.63,6.98,4.65,0.0,0.0,0.0,0.0,0,5.093023255813954,4.093023255813954,8.116279069767442,1.069767441860465,0.08139534883720931,0.05813953488372093,0.05813953488372093,0.16279069767441862,0.011627906976744186,0.20930232558139536,0.08139534883720931,0.13953488372093023,0.011627906976744186,0.05813953488372093
