id,speaker_id,article_id,gender,age,race,education,income,O,C,E,A,N,iri.perspective,iri.distress,iri.fantasy,iri.concern,text,z.iri.perspective,z.iri.distress,z.iri.fantasy,z.iri.concern,c.iri.perspective,c.iri.distress,c.iri.fantasy,c.iri.concern,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,empathy.low_empathy,empathy.high_empathy,empathy.low_distress,empathy.high_distress,nrc.anger,nrc.anticipation,nrc.disgust,nrc.fear,nrc.joy,nrc.negative,nrc.positive,nrc.sadness,nrc.surprise,nrc.trust
0,0,273,2,26,1,6,65000,6.5,6.0,6.0,7.0,6.0,4.429,1.429,2.857,4.571,"Hey, did you see the article about the police arresting all the rioters over the North Dakota pipeline? I don't really feel guilty about it. I think they broke the law and they got what was coming to them. You are free to make your own choices, but you are not free of the consequences that come with those choices.",0.6918162939739291,-1.441605865,-0.579330159,0.9170520748639004,y,n,n,y,1,60,44.66,77.41,93.95,6.08,15.0,11.67,91.67,76.67,58.33,21.67,15.0,3.33,0.0,6.67,0.0,5.0,6.67,16.67,10.0,0.0,11.67,6.67,5.0,3.33,3.33,20.0,5.0,1.67,5.0,0.0,0.0,5.0,20.0,1.67,18.33,8.33,3.33,0.0,3.33,3.33,5.0,0.0,8.33,3.33,5.0,3.33,0.0,3.33,0.0,0.0,3.33,0,13.33,1.67,0.0,0.0,0.0,0.0,1.67,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,1.67,0.0,10.0,8.33,0.0,3.33,6.67,1.67,0.0,0.0,0.0,5.0,6.67,0.0,1.67,1.67,0.0,0.0,0,11.67,5.0,3.33,1.67,0.0,1.67,0.0,0,3.55,3.3,6.15,0.7,0.1,0.03333333333333333,0.016666666666666666,0.08333333333333333,0.016666666666666666,0.15,0.15,0.06666666666666667,0.016666666666666666,0.08333333333333333
1,0,395,2,26,1,6,65000,6.5,6.0,6.0,7.0,6.0,4.429,1.429,2.857,4.571,"Have you heard about the murder-suicide that happened recently? The perpetrator shares the same name as the principal at the twins' school. I sincerely hope there is no connection between the two. It's unsettling to think that you can never truly know someone. Sometimes, I wonder if my husband might snap",0.6918162939739291,-1.441605865,-0.579330159,0.9170520748639004,y,n,n,y,1,51,29.85,51.75,83.69,20.23,10.2,23.53,94.12,76.47,60.78,17.65,9.8,5.88,0.0,3.92,0.0,0.0,7.84,21.57,11.76,1.96,9.8,9.8,9.8,3.92,3.92,21.57,1.96,3.92,1.96,1.96,0.0,0.0,27.45,3.92,23.53,5.88,0.0,3.92,13.73,1.96,3.92,0.0,7.84,3.92,3.92,3.92,1.96,1.96,1.96,0.0,0.0,0,19.61,5.88,0.0,1.96,1.96,0.0,0.0,11.76,1.96,0.0,0.0,1.96,0.0,0.0,0.0,0.0,1.96,0.0,0.0,1.96,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,1.96,7.84,7.84,0.0,0.0,5.88,0.0,1.96,0.0,5.88,3.92,5.88,3.92,0.0,0.0,0.0,0.0,0,15.69,5.88,1.96,1.96,0.0,3.92,1.96,0,4.313725490196078,3.725490196078432,7.294117647058823,0.7450980392156863,0.09803921568627451,0.09803921568627451,0.0784313725490196,0.09803921568627451,0.058823529411764705,0.1568627450980392,0.11764705882352941,0.0784313725490196,0.058823529411764705,0.09803921568627451
2,1,9,1,30,1,2,55000,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"I think it's a terrible and quite scary thing because there is really no warning system that could detect an earthquake of that caliber. I sincerely hope that scientists are able to develop an accurate early detection system. It could save thousands of lives. I honestly don't know how people are able to live in earthquake-prone areas. The thought of the ""big one"" striking at any minute and completely upturning your life (if you're lucky!) is terrifying to me.",-0.880008259,-1.621555164,-0.778656857,-0.031763596,n,n,n,n,1,79,25.33,20.52,29.73,8.44,13.17,22.78,88.61,75.95,58.23,15.19,7.59,5.06,0.0,2.53,0.0,0.0,7.59,16.46,6.33,2.53,10.13,11.39,7.59,5.06,2.53,18.99,8.86,5.06,2.53,0.0,2.53,0.0,18.99,1.27,17.72,5.06,2.53,3.8,5.06,3.8,1.27,0.0,8.86,3.8,5.06,5.06,1.27,3.8,2.53,0.0,0.0,0,6.33,2.53,0.0,1.27,0.0,0.0,1.27,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,1.27,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,2.53,1.27,8.86,8.86,3.8,0.0,5.06,0.0,0.0,0.0,2.53,0.0,10.13,1.27,0.0,0.0,0.0,0.0,0,17.72,6.33,0.0,0.0,1.27,3.8,6.33,0,4.354430379746836,3.3037974683544302,6.89873417721519,0.759493670886076,0.08860759493670886,0.10126582278481013,0.0759493670886076,0.16455696202531644,0.08860759493670886,0.1518987341772152,0.26582278481012656,0.11392405063291139,0.10126582278481013,0.16455696202531644
3,1,228,1,30,1,2,55000,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"This is such a terrible thing to happen. To think that these things still happen in parts of the world is heartbreaking. I can't even fathom what those little girls must have been through. That must have been a horrible experience for them, and I hope there are no lasting mental effects from it. To think that there are such monsters in the world that would do such a thing is truly distressing.",-0.880008259,-1.621555164,-0.778656857,-0.031763596,n,n,n,n,1,73,12.85,14.07,6.09,1.0,14.6,12.33,95.89,87.67,72.6,20.55,4.11,2.74,0.0,0.0,0.0,1.37,16.44,21.92,6.85,0.0,12.33,19.18,6.85,1.37,2.74,26.03,6.85,1.37,0.0,0.0,0.0,0.0,19.18,1.37,17.81,4.11,1.37,9.59,1.37,6.85,2.74,0.0,6.85,1.37,5.48,5.48,1.37,4.11,1.37,0.0,2.74,0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,8.22,0.0,0.0,8.22,0.0,0.0,0.0,1.37,8.22,9.59,1.37,0.0,0.0,0.0,0.0,0,9.59,6.85,1.37,0.0,0.0,1.37,0.0,0,4.109589041095891,3.1780821917808217,6.534246575342466,0.7534246575342466,0.1232876712328767,0.1095890410958904,0.0821917808219178,0.136986301369863,0.0547945205479452,0.1506849315068493,0.0684931506849315,0.1095890410958904,0.1095890410958904,0.0410958904109589
4,1,302,1,30,1,2,55000,5.0,6.5,5.0,6.0,7.0,3.286,1.286,2.714,3.714,"It's concerning that pollution can have such an impact on the survival of lung cancer sufferers, although I don't find it all that surprising. It's just another reason among a long list of why we need to start living more cleanly as a whole. I suspect that air pollution does just as much damage to non-cancer sufferers, just that it's probably harder to tell.",-0.880008259,-1.621555164,-0.778656857,-0.031763596,n,n,n,n,1,64,34.33,16.91,23.08,1.56,21.33,20.31,87.5,75.0,62.5,18.75,4.69,3.13,1.56,0.0,0.0,0.0,14.06,20.31,6.25,0.0,15.63,10.94,7.81,4.69,1.56,18.75,7.81,9.38,1.56,1.56,0.0,0.0,17.19,1.56,15.63,4.69,4.69,3.13,1.56,0.0,3.13,0.0,4.69,0.0,3.13,4.69,0.0,3.13,0.0,0.0,0.0,0,3.13,1.56,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,3.13,3.13,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,7.81,1.56,0.0,4.69,0.0,0.0,0.0,1.56,0.0,9.38,0.0,0.0,0.0,0.0,0.0,0,15.63,4.69,3.13,0.0,0.0,6.25,1.56,0,4.40625,2.984375,6.71875,0.671875,0.078125,0.09375,0.109375,0.125,0.078125,0.1875,0.125,0.140625,0.03125,0.109375
5,2,9,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"It is truly disheartening to read accounts of natural disasters that have a profound impact on entire nations. The scale of devastation is often overwhelming, and the preparations that can be made are often inadequate to prevent significant damage. What is even more disturbing is the response of some individuals who, instead of offering assistance to their neighbors, engage in looting and theft, taking advantage of the chaos and vulnerability caused by the disaster.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,74,77.13,64.04,1.0,1.0,24.67,31.08,89.19,68.92,55.41,8.11,2.7,0.0,0.0,0.0,0.0,1.35,5.41,14.86,8.11,0.0,14.86,10.81,6.76,4.05,0.0,16.22,8.11,5.41,4.05,1.35,1.35,2.7,13.51,0.0,13.51,0.0,5.41,2.7,2.7,1.35,1.35,0.0,6.76,1.35,5.41,2.7,0.0,2.7,1.35,0.0,1.35,0,9.46,4.05,1.35,0.0,0.0,0.0,1.35,5.41,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,2.7,0.0,1.35,1.35,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,1.35,1.35,0.0,2.7,1.35,0.0,0.0,1.35,0.0,0.0,0.0,2.7,2.7,8.11,1.35,0.0,0.0,0.0,0.0,0,9.46,4.05,5.41,0.0,0.0,0.0,0.0,0,5.027027027027027,3.797297297297298,7.689189189189189,1.135135135135135,0.12162162162162163,0.05405405405405406,0.10810810810810811,0.14864864864864866,0.02702702702702703,0.22972972972972974,0.17567567567567569,0.14864864864864866,0.05405405405405406,0.16216216216216217
6,2,94,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"This situation is one of the worst that I can imagine. When you can't even feel safe in the city you live in, let alone your own house, it's time to move. I can imagine that these people have nowhere to go, though. Situations like this disrupt normal life and induce a fear that many people in their normal lives will never know.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,63,8.2,40.06,94.6,6.51,15.75,9.52,98.41,77.78,60.32,22.22,9.52,3.17,0.0,4.76,0.0,1.59,12.7,20.63,4.76,1.59,11.11,11.11,7.94,4.76,4.76,22.22,9.52,3.17,1.59,0.0,0.0,1.59,20.63,3.17,17.46,6.35,1.59,4.76,0.0,0.0,3.17,0.0,4.76,1.59,3.17,1.59,0.0,1.59,1.59,0.0,0.0,0,12.7,1.59,0.0,0.0,0.0,0.0,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,1.59,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,17.46,15.87,0.0,3.17,12.7,0.0,0.0,1.59,3.17,0.0,11.11,1.59,0.0,0.0,0.0,0.0,0,14.29,6.35,4.76,0.0,0.0,3.17,0.0,0,4.095238095238095,2.6984126984126986,5.968253968253968,0.8253968253968254,0.047619047619047616,0.015873015873015872,0.015873015873015872,0.047619047619047616,0.015873015873015872,0.047619047619047616,0.015873015873015872,0.031746031746031744,0.0,0.015873015873015872
7,2,99,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"Stories like this always manage to irritate me a bit. I don't keep up with celebrity news, so when some does manage to find its way in front of me, I just think, ""Who cares?"" I will never see these people in my real life, they will never have an impact on me, and they will never even cross my mind on their own.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,64,5.64,2.9,99.0,69.4,21.33,4.69,100.0,82.81,67.19,23.44,18.75,12.5,0.0,0.0,0.0,4.69,4.69,14.06,3.13,0.0,15.63,9.38,12.5,4.69,6.25,21.88,1.56,3.13,3.13,0.0,0.0,3.13,17.19,6.25,10.94,3.13,1.56,0.0,0.0,1.56,0.0,0.0,6.25,4.69,1.56,1.56,0.0,1.56,0.0,1.56,0.0,0,14.06,4.69,1.56,0.0,0.0,0.0,3.13,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,1.56,7.81,1.56,0.0,0.0,7.81,0.0,4.69,4.69,0.0,0.0,0.0,0.0,0,17.19,3.13,7.81,1.56,0.0,1.56,3.13,0,3.546875,2.546875,5.515625,0.578125,0.109375,0.015625,0.0625,0.0625,0.015625,0.109375,0.125,0.0625,0.015625,0.09375
8,2,125,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"Fires have a profound impact on my emotions, leaving an enduring fear that lingers to this day. They possess the devastating power to ravage everything a person owns, leaving them traumatized. Often, individuals or families are abruptly awakened by piercing alarms and the sight of smoke billowing from unexpected places. In such dire circumstances, they are forced to make split-second decisions, hurriedly selecting their most cherished possessions to salvage. These situations are undeniably terrifying.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,74,85.33,71.32,55.76,1.0,14.8,37.84,85.14,55.41,43.24,12.16,6.76,1.35,0.0,0.0,0.0,5.41,5.41,16.22,6.76,0.0,12.16,5.41,1.35,2.7,0.0,10.81,6.76,2.7,6.76,2.7,0.0,4.05,16.22,1.35,14.86,2.7,4.05,0.0,2.7,1.35,2.7,0.0,10.81,2.7,6.76,6.76,1.35,4.05,2.7,0.0,0.0,0,9.46,0.0,0.0,0.0,0.0,0.0,0.0,9.46,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.35,0.0,0.0,1.35,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,8.11,1.35,2.7,2.7,1.35,0.0,0.0,6.76,1.35,5.41,0.0,0.0,0.0,0.0,0.0,0,14.86,6.76,6.76,0.0,0.0,0.0,1.35,0,4.95945945945946,4.094594594594595,8.135135135135135,0.918918918918919,0.16216216216216217,0.13513513513513514,0.0945945945945946,0.20270270270270271,0.06756756756756757,0.25675675675675674,0.14864864864864866,0.08108108108108109,0.08108108108108109,0.13513513513513514
9,2,150,1,30,1,2,30000,6.5,6.0,4.0,4.0,5.5,4.0,1.571,4.0,3.857,"It is tragic that a female pilot lost her life in this accident, but unfortunately, such incidents do occur. It is difficult to assign blame in such situations, as they are often unpredictable. However, the fact that the pilot was struck by another aircraft suggests that proper protocols may not have been followed. The other aircraft should not have been in close proximity to the pilot's aircraft.",0.1018663960280084,-1.262914952,1.0138895328231994,0.1265568721135522,y,n,y,n,1,67,28.93,8.46,28.11,1.0,16.75,22.39,82.09,73.13,61.19,13.43,2.99,0.0,0.0,0.0,1.49,1.49,10.45,20.9,7.46,0.0,10.45,16.42,4.48,4.48,2.99,19.4,11.94,1.49,0.0,0.0,0.0,0.0,17.91,0.0,17.91,0.0,0.0,1.49,2.99,0.0,8.96,0.0,5.97,0.0,5.97,1.49,0.0,1.49,0.0,0.0,1.49,0,8.96,2.99,0.0,0.0,0.0,1.49,1.49,4.48,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,7.46,0.0,0.0,7.46,0.0,0.0,0.0,1.49,8.96,4.48,1.49,0.0,0.0,0.0,0.0,0,13.43,5.97,5.97,0.0,0.0,1.49,0.0,0,4.641791044776119,3.417910447761194,7.149253731343284,0.9104477611940298,0.07462686567164178,0.014925373134328358,0.05970149253731343,0.13432835820895522,0.0,0.1791044776119403,0.14925373134328357,0.07462686567164178,0.05970149253731343,0.1044776119402985
